图片名称,食物名称,置信度,识别耗时(秒),热量(kcal),蛋白质(g),脂肪(g),碳水化合物(g)
img-155-322679t2.jpg,炒拉面,99.8%,0.01,400,15,18,45
img-155-323473t1.jpg,炒拉面,99.8%,0.01,400,15,18,45
img-155-323473t2.jpg,炒拉面,98.1%,0.01,400,15,18,45
img-155-323969t1.jpg,炒拉面,97.7%,0.01,400,15,18,45
img-155-323969t2.jpg,炒拉面,98.2%,0.01,400,15,18,45
img-155-324287t1.jpg,中式点心,49.8%,0.01,250,4,10,35
img-155-324287t2.jpg,炒拉面,100.0%,0.01,400,15,18,45
img-155-324373t1.jpg,炒拉面,53.0%,0.01,400,15,18,45
img-155-324373t2.jpg,炒拉面,99.9%,0.01,400,15,18,45
img-155-324871t1.jpg,炒方便面,66.2%,0.01,420,10,18,50
img-155-324871t2.jpg,炒方便面,92.8%,0.01,420,10,18,50
img-155-325339t1.jpg,炒拉面,98.6%,0.01,400,15,18,45
img-155-325339t2.jpg,炒拉面,98.6%,0.01,400,15,18,45
img-155-325387t1.jpg,炒拉面,99.6%,0.01,400,15,18,45
img-155-325387t2.jpg,炒拉面,83.6%,0.01,400,15,18,45
img-155-325492t1.jpg,炸酱面,61.2%,0.01,450,20,20,50
img-155-325492t2.jpg,炒拉面,89.0%,0.01,400,15,18,45
img-155-325910t1.jpg,日式牛肉饭,41.7%,0.01,600,35,25,55
img-155-325910t2.jpg,炒拉面,94.8%,0.01,400,15,18,45
img-155-325984t1.jpg,炒拉面,98.7%,0.01,400,15,18,45
img-155-325984t2.jpg,炒拉面,53.1%,0.01,400,15,18,45
img-155-326518t1.jpg,炒拉面,96.2%,0.01,400,15,18,45
img-155-326518t2.jpg,炒拉面,99.8%,0.01,400,15,18,45
img-155-327986t1.jpg,炒拉面,90.3%,0.01,400,15,18,45
img-155-327986t2.jpg,炒拉面,55.6%,0.01,400,15,18,45
img-155-338226t1.jpg,炒拉面,99.2%,0.01,400,15,18,45
img-155-338226t2.jpg,炒拉面,98.4%,0.01,400,15,18,45
img-155-338333t1.jpg,炒拉面,99.9%,0.01,400,15,18,45
img-155-338333t2.jpg,炒拉面,59.6%,0.01,400,15,18,45
img-156-322719t1.jpg,炸酱面,74.3%,0.01,450,20,20,50
img-156-322719t2.jpg,石锅拌饭,73.5%,0.01,550,20,18,70
img-156-322761t1.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-322761t2.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-322885t1.jpg,炸酱面,99.9%,0.01,450,20,20,50
img-156-322885t2.jpg,炒饭,71.5%,0.01,400,12,15,55
img-156-322901t1.jpg,炸酱面,68.7%,0.01,450,20,20,50
img-156-322901t2.jpg,风味凉拌菜,90.5%,0.01,90,3,5,8
img-156-323451t1.jpg,盖浇面,31.9%,0.01,450,20,18,50
img-156-323451t2.jpg,炸酱面,99.8%,0.01,450,20,20,50
img-156-323513t1.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-323513t2.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-323553t1.jpg,炸酱面,88.6%,0.01,450,20,20,50
img-156-323553t2.jpg,炸酱面,98.7%,0.01,450,20,20,50
img-156-323565t1.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-323565t2.jpg,青椒炒肉,60.5%,0.01,220,18,15,8
img-156-325052t1.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-325052t2.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-325198t1.jpg,酱汁鸡肉盖饭,64.9%,0.01,580,28,22,65
img-156-325198t2.jpg,酱汁鸡肉盖饭,78.1%,0.01,580,28,22,65
img-156-325799t1.jpg,炸酱面,94.2%,0.01,450,20,20,50
img-156-325799t2.jpg,炸酱面,68.4%,0.01,450,20,20,50
img-156-325891t1.jpg,炸酱面,46.1%,0.01,450,20,20,50
img-156-325891t2.jpg,炸酱面,99.8%,0.01,450,20,20,50
img-156-326027t1.jpg,炸酱面,100.0%,0.01,450,20,20,50
img-156-326027t2.jpg,炸酱面,99.6%,0.01,450,20,20,50
img-156-326463t1.jpg,炒拉面,47.9%,0.01,400,15,18,45
img-156-326463t2.jpg,炒拉面,56.9%,0.01,400,15,18,45
img-156-338370t1.jpg,炸酱面,97.0%,0.01,450,20,20,50
img-156-338370t2.jpg,盖浇面,75.0%,0.01,450,20,18,50
img-156-338509t1.jpg,炸酱面,52.4%,0.01,450,20,20,50
img-156-338509t2.jpg,炸酱面,97.8%,0.01,450,20,20,50
img-157-322680t1.jpg,宫保鸡丁,97.9%,0.01,350,25,18,20
img-157-322680t2.jpg,宫保鸡丁,98.4%,0.01,350,25,18,20
img-157-322994t1.jpg,宫保鸡丁,99.8%,0.01,350,25,18,20
img-157-322994t2.jpg,宫保鸡丁,99.4%,0.01,350,25,18,20
img-157-323268t1.jpg,宫保鸡丁,99.9%,0.01,350,25,18,20
img-157-323268t2.jpg,宫保鸡丁,98.6%,0.01,350,25,18,20
img-157-323510t1.jpg,青椒炒肉,55.3%,0.01,220,18,15,8
img-157-323510t2.jpg,山药蒸排骨,91.3%,0.01,250,20,15,12
img-157-323727t1.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-323727t2.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-324207t1.jpg,酱汁鸡肉盖饭,53.3%,0.01,580,28,22,65
img-157-324207t2.jpg,红烧肉盖饭,68.7%,0.01,700,40,35,60
img-157-324532t1.jpg,宫保鸡丁,90.4%,0.01,350,25,18,20
img-157-324532t2.jpg,宫保鸡丁,97.2%,0.01,350,25,18,20
img-157-324600t1.jpg,宫保鸡丁,98.1%,0.01,350,25,18,20
img-157-324600t2.jpg,宫保鸡丁,70.5%,0.01,350,25,18,20
img-157-325166t1.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-325166t2.jpg,宫保鸡丁,99.7%,0.01,350,25,18,20
img-157-325237t1.jpg,宫保鸡丁,85.9%,0.01,350,25,18,20
img-157-325237t2.jpg,宫保鸡丁,70.6%,0.01,350,25,18,20
img-157-326778t1.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-326778t2.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-338279t1.jpg,宫保鸡丁,99.1%,0.01,350,25,18,20
img-157-338279t2.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-340029t1.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-340029t2.jpg,宫保鸡丁,100.0%,0.01,350,25,18,20
img-157-340363t1.jpg,宫保鸡丁,86.7%,0.01,350,25,18,20
img-157-340363t2.jpg,炒牛蛙,63.1%,0.01,200,25,10,5
img-157-341179t1.jpg,宫保鸡丁,72.9%,0.01,350,25,18,20
img-157-341179t2.jpg,宫保鸡丁,94.8%,0.01,350,25,18,20
img-158-322706t1.jpg,包子,46.7%,0.01,200,8,5,30
img-158-322706t2.jpg,包子,46.7%,0.01,200,8,5,30
img-158-322762t1.jpg,油条,95.3%,0.01,250,5,15,25
img-158-322762t2.jpg,油条,98.9%,0.01,250,5,15,25
img-158-322887t1.jpg,油条,98.7%,0.01,250,5,15,25
img-158-322887t2.jpg,油条,99.8%,0.01,250,5,15,25
img-158-323107t1.jpg,油条,55.0%,0.01,250,5,15,25
img-158-323107t2.jpg,油条,99.7%,0.01,250,5,15,25
img-158-323306t1.jpg,油条,91.8%,0.01,250,5,15,25
img-158-323306t2.jpg,油条,99.9%,0.01,250,5,15,25
img-158-323610t1.jpg,油条,96.7%,0.01,250,5,15,25
img-158-323610t2.jpg,油条,99.2%,0.01,250,5,15,25
img-158-323661t1.jpg,油条,96.7%,0.01,250,5,15,25
img-158-323661t2.jpg,油条,100.0%,0.01,250,5,15,25
img-158-323882t1.jpg,油条,99.3%,0.01,250,5,15,25
img-158-323882t2.jpg,油条,98.9%,0.01,250,5,15,25
img-158-323959t1.jpg,吉事果,81.3%,0.01,180,3,8,25
img-158-323959t2.jpg,油条,72.2%,0.01,250,5,15,25
img-158-324019t1.jpg,吉事果,99.7%,0.01,180,3,8,25
img-158-324019t2.jpg,吉事果,72.2%,0.01,180,3,8,25
img-158-324437t1.jpg,油条,99.9%,0.01,250,5,15,25
img-158-324437t2.jpg,油条,100.0%,0.01,250,5,15,25
img-158-324632t1.jpg,油条,98.5%,0.01,250,5,15,25
img-158-324632t2.jpg,油条,90.4%,0.01,250,5,15,25
img-158-324908t1.jpg,油条,93.7%,0.01,250,5,15,25
img-158-324908t2.jpg,炸鸡块,92.2%,0.01,300,20,18,15
img-158-338360t1.jpg,天妇罗盖饭,70.0%,0.01,600,25,25,65
img-158-338360t2.jpg,炸薯条,57.5%,0.01,320,4,15,40
img-159-328666t1.jpg,红烧茄子,100.0%,0.01,180,5,10,20
img-159-328666t2.jpg,红烧茄子,100.0%,0.01,180,5,10,20
img-159-329414t1.jpg,红烧茄子,99.8%,0.01,180,5,10,20
img-159-329414t2.jpg,红烧茄子,99.9%,0.01,180,5,10,20
img-159-329844t1.jpg,红烧茄子,97.2%,0.01,180,5,10,20
img-159-329844t2.jpg,红烧茄子,98.8%,0.01,180,5,10,20
img-159-330681t1.jpg,炸酱面,62.6%,0.01,450,20,20,50
img-159-330681t2.jpg,红烧茄子,94.8%,0.01,180,5,10,20
img-159-330879t1.jpg,地三鲜,97.9%,0.01,180,4,10,20
img-159-330879t2.jpg,地三鲜,67.3%,0.01,180,4,10,20
img-159-331366t1.jpg,红烧茄子,99.1%,0.01,180,5,10,20
img-159-331366t2.jpg,红烧茄子,45.4%,0.01,180,5,10,20
img-159-331757t1.jpg,红烧茄子,86.2%,0.01,180,5,10,20
img-159-331757t2.jpg,炒牛蛙,98.3%,0.01,200,25,10,5
img-159-331853t1.jpg,红烧茄子,100.0%,0.01,180,5,10,20
img-159-331853t2.jpg,红烧茄子,99.8%,0.01,180,5,10,20
img-159-331865t1.jpg,红烧茄子,94.2%,0.01,180,5,10,20
img-159-331865t2.jpg,小炒牛肉,73.1%,0.01,280,25,18,8
img-159-332097t1.jpg,红烧茄子,99.6%,0.01,180,5,10,20
img-159-332097t2.jpg,红烧茄子,30.1%,0.01,180,5,10,20
img-159-339238t1.jpg,红烧茄子,84.3%,0.01,180,5,10,20
img-159-339238t2.jpg,红烧茄子,99.9%,0.01,180,5,10,20
img-159-339389t1.jpg,红烧茄子,96.4%,0.01,180,5,10,20
img-159-339389t2.jpg,红烧茄子,98.4%,0.01,180,5,10,20
img-16-10909t1.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-10909t2.jpg,印尼什锦饭,89.5%,0.01,350,15,12,45
img-16-11051t1.jpg,凉拌豆腐,86.7%,0.01,120,10,8,5
img-16-11051t2.jpg,凉拌豆腐,90.8%,0.01,120,10,8,5
img-16-11243t1.jpg,可丽饼,81.0%,0.01,300,7,12,40
img-16-11243t2.jpg,可丽饼,81.6%,0.01,300,7,12,40
img-16-11844t1.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-11844t2.jpg,鱼糕棒,37.8%,0.01,180,10,8,15
img-16-6660t1.jpg,可丽饼,60.1%,0.01,300,7,12,40
img-16-6660t2.jpg,可丽饼,77.4%,0.01,300,7,12,40
img-16-6826t1.jpg,可丽饼,98.0%,0.01,300,7,12,40
img-16-6826t2.jpg,可丽饼,99.2%,0.01,300,7,12,40
img-16-7140t1.jpg,可丽饼,96.9%,0.01,300,7,12,40
img-16-7140t2.jpg,可丽饼,99.8%,0.01,300,7,12,40
img-16-80610t1.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-80610t2.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-8718t1.jpg,冰淇淋杯,44.0%,0.01,200,4,10,25
img-16-8718t2.jpg,冰淇淋杯,54.2%,0.01,200,4,10,25
img-16-8847t1.jpg,可丽饼,98.5%,0.01,300,7,12,40
img-16-8847t2.jpg,可丽饼,91.4%,0.01,300,7,12,40
img-16-8928t1.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-8928t2.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-9780t1.jpg,可丽饼,100.0%,0.01,300,7,12,40
img-16-9780t2.jpg,可丽饼,99.8%,0.01,300,7,12,40
img-160-327696t1.jpg,炒牛蛙,99.9%,0.01,200,25,10,5
img-160-327696t2.jpg,炒牛蛙,95.6%,0.01,200,25,10,5
img-160-327751t1.jpg,炒牛蛙,98.2%,0.01,200,25,10,5
img-160-327751t2.jpg,炒牛蛙,98.4%,0.01,200,25,10,5
img-160-328552t1.jpg,红烧茄子,65.5%,0.01,180,5,10,20
img-160-328552t2.jpg,炒牛蛙,89.4%,0.01,200,25,10,5
img-160-328874t1.jpg,炒牛蛙,99.7%,0.01,200,25,10,5
img-160-328874t2.jpg,宫保鸡丁,27.4%,0.01,350,25,18,20
img-160-329162t1.jpg,炒牛蛙,99.4%,0.01,200,25,10,5
img-160-329162t2.jpg,炒牛蛙,99.8%,0.01,200,25,10,5
img-160-329572t1.jpg,炒牛蛙,99.9%,0.01,200,25,10,5
img-160-329572t2.jpg,炒牛蛙,99.8%,0.01,200,25,10,5
img-160-330022t1.jpg,炒牛蛙,80.8%,0.01,200,25,10,5
img-160-330022t2.jpg,炒牛蛙,100.0%,0.01,200,25,10,5
img-160-330524t1.jpg,炒牛蛙,77.7%,0.01,200,25,10,5
img-160-330524t2.jpg,炒牛蛙,98.0%,0.01,200,25,10,5
img-160-341435t1.jpg,炒牛蛙,99.2%,0.01,200,25,10,5
img-160-341435t2.jpg,炒牛蛙,93.2%,0.01,200,25,10,5
img-161-330968t1.jpg,炖豆腐,99.7%,0.01,150,12,8,10
img-161-330968t2.jpg,炖豆腐,97.6%,0.01,150,12,8,10
img-161-330984t1.jpg,炖豆腐,99.2%,0.01,150,12,8,10
img-161-330984t2.jpg,炖豆腐,98.5%,0.01,150,12,8,10
img-161-330992t1.jpg,炖豆腐,99.7%,0.01,150,12,8,10
img-161-330992t2.jpg,炖豆腐,97.4%,0.01,150,12,8,10
img-161-331324t1.jpg,炖豆腐,100.0%,0.01,150,12,8,10
img-161-331324t2.jpg,炖豆腐,100.0%,0.01,150,12,8,10
img-161-331399t1.jpg,炖豆腐,100.0%,0.01,150,12,8,10
img-161-331399t2.jpg,炖豆腐,99.9%,0.01,150,12,8,10
img-161-331989t1.jpg,炖豆腐,59.1%,0.01,150,12,8,10
img-161-331989t2.jpg,炖豆腐,91.9%,0.01,150,12,8,10
img-161-333630t1.jpg,炖豆腐,100.0%,0.01,150,12,8,10
img-161-333630t2.jpg,炖豆腐,99.8%,0.01,150,12,8,10
img-161-333932t1.jpg,炖豆腐,99.8%,0.01,150,12,8,10
img-161-333932t2.jpg,炖豆腐,99.4%,0.01,150,12,8,10
img-161-334667t1.jpg,炖豆腐,99.2%,0.01,150,12,8,10
img-161-334667t2.jpg,炖豆腐,93.7%,0.01,150,12,8,10
img-161-334823t1.jpg,西式风味盖饭,62.1%,0.01,500,25,20,55
img-161-334823t2.jpg,炖豆腐,53.3%,0.01,150,12,8,10
img-162-326390t1.jpg,西班牙海鲜饭,68.8%,0.01,500,30,20,50
img-162-326390t2.jpg,油炸虾,87.0%,0.01,220,15,12,15
img-162-326822t1.jpg,油炸虾,100.0%,0.01,220,15,12,15
img-162-326822t2.jpg,宫保鸡丁,72.4%,0.01,350,25,18,20
img-162-327184t1.jpg,沙嗲,85.9%,0.01,200,20,12,5
img-162-327184t2.jpg,油炸虾,99.5%,0.01,220,15,12,15
img-162-327353t1.jpg,油炸虾,99.5%,0.01,220,15,12,15
img-162-327353t2.jpg,油炸虾,99.5%,0.01,220,15,12,15
img-162-327393t1.jpg,油炸虾,96.3%,0.01,220,15,12,15
img-162-327393t2.jpg,油炸虾,89.5%,0.01,220,15,12,15
img-162-327452t1.jpg,油炸虾,53.2%,0.01,220,15,12,15
img-162-327452t2.jpg,油炸虾,47.9%,0.01,220,15,12,15
img-162-327738t1.jpg,青椒炒肉,93.8%,0.01,220,18,15,8
img-162-327738t2.jpg,油炸虾,79.2%,0.01,220,15,12,15
img-162-327805t1.jpg,油炸虾,99.9%,0.01,220,15,12,15
img-162-327805t2.jpg,油炸虾,99.9%,0.01,220,15,12,15
img-162-327818t1.jpg,油炸虾,66.9%,0.01,220,15,12,15
img-162-327818t2.jpg,烧腊盖饭,56.2%,0.01,650,35,30,55
img-162-328197t1.jpg,炒粉丝,55.6%,0.01,380,9,14,50
img-162-328197t2.jpg,炸鱼排,73.7%,0.01,300,25,18,15
img-162-328677t1.jpg,油炸虾,84.4%,0.01,220,15,12,15
img-162-328677t2.jpg,油炸虾,100.0%,0.01,220,15,12,15
img-162-328684t1.jpg,鸭腿饭,39.2%,0.01,550,30,25,45
img-162-328684t2.jpg,海鲜炒饭,17.6%,0.01,400,20,15,45
img-162-329266t1.jpg,油炸虾,99.9%,0.01,220,15,12,15
img-162-329266t2.jpg,油炸虾,92.7%,0.01,220,15,12,15
img-163-16773t1.jpg,玉子烧,87.7%,0.01,150,12,10,5
img-163-16773t2.jpg,中式煎蛋,99.9%,0.01,150,12,11,2
img-163-2404t1.jpg,中式煎蛋,99.7%,0.01,150,12,11,2
img-163-2404t2.jpg,中式煎蛋,99.8%,0.01,150,12,11,2
img-163-2440t1.jpg,中式煎蛋,98.5%,0.01,150,12,11,2
img-163-2440t2.jpg,中式煎蛋,91.6%,0.01,150,12,11,2
img-163-2443t1.jpg,中式煎蛋,100.0%,0.01,150,12,11,2
img-163-2443t2.jpg,中式煎蛋,100.0%,0.01,150,12,11,2
img-163-2448t1.jpg,中式煎蛋,100.0%,0.01,150,12,11,2
img-163-2448t2.jpg,中式煎蛋,99.9%,0.01,150,12,11,2
img-163-2452t1.jpg,中式煎蛋,97.6%,0.01,150,12,11,2
img-163-2452t2.jpg,中式煎蛋,95.1%,0.01,150,12,11,2
img-163-2468t1.jpg,中式煎蛋,99.3%,0.01,150,12,11,2
img-163-2468t2.jpg,中式煎蛋,99.2%,0.01,150,12,11,2
img-163-2485t1.jpg,中式煎蛋,100.0%,0.01,150,12,11,2
img-163-2485t2.jpg,中式煎蛋,97.1%,0.01,150,12,11,2
img-163-2492t1.jpg,炖排骨,39.7%,0.01,300,25,20,10
img-163-2492t2.jpg,沙嗲,63.1%,0.01,200,20,12,5
img-164-331715t1.jpg,煎三文鱼,100.0%,0.01,280,30,16,2
img-164-331715t2.jpg,煎三文鱼,100.0%,0.01,280,30,16,2
img-164-332070t1.jpg,煎三文鱼,97.6%,0.01,280,30,16,2
img-164-332070t2.jpg,煎三文鱼,99.9%,0.01,280,30,16,2
img-164-332501t1.jpg,煎三文鱼,99.7%,0.01,280,30,16,2
img-164-332501t2.jpg,煎三文鱼,96.4%,0.01,280,30,16,2
img-164-332607t1.jpg,煎三文鱼,60.1%,0.01,280,30,16,2
img-164-332607t2.jpg,煎三文鱼,55.3%,0.01,280,30,16,2
img-164-333296t1.jpg,煎三文鱼,98.9%,0.01,280,30,16,2
img-164-333296t2.jpg,煎三文鱼,98.9%,0.01,280,30,16,2
img-164-334418t1.jpg,煎三文鱼,99.6%,0.01,280,30,16,2
img-164-334418t2.jpg,麻婆豆腐,82.4%,0.01,200,12,12,10
img-164-335107t1.jpg,煎三文鱼,99.9%,0.01,280,30,16,2
img-164-335107t2.jpg,煎三文鱼,100.0%,0.01,280,30,16,2
img-164-335185t1.jpg,煎三文鱼,99.4%,0.01,280,30,16,2
img-164-335185t2.jpg,煎三文鱼,87.4%,0.01,280,30,16,2
img-164-335224t1.jpg,烤鱼,30.4%,0.01,220,30,10,2
img-164-335224t2.jpg,煎三文鱼,78.8%,0.01,280,30,16,2
img-164-340950t1.jpg,煎三文鱼,98.8%,0.01,280,30,16,2
img-164-340950t2.jpg,苦瓜炒豆腐,89.1%,0.01,180,12,8,10
img-164-340951t1.jpg,煎三文鱼,99.9%,0.01,280,30,16,2
img-164-340951t2.jpg,煎三文鱼,100.0%,0.01,280,30,16,2
img-164-340957t1.jpg,煎三文鱼,93.4%,0.01,280,30,16,2
img-164-340957t2.jpg,煎三文鱼,77.0%,0.01,280,30,16,2
img-164-341041t1.jpg,煎三文鱼,42.4%,0.01,280,30,16,2
img-164-341041t2.jpg,煎三文鱼,99.8%,0.01,280,30,16,2
img-164-341077t1.jpg,煎三文鱼,86.4%,0.01,280,30,16,2
img-164-341077t2.jpg,煎三文鱼,99.1%,0.01,280,30,16,2
img-164-341115t1.jpg,煎三文鱼,93.6%,0.01,280,30,16,2
img-164-341115t2.jpg,煎三文鱼,35.4%,0.01,280,30,16,2
img-165-335217t1.jpg,红烧狮子头,99.8%,0.01,380,25,28,10
img-165-335217t2.jpg,红烧狮子头,99.5%,0.01,380,25,28,10
img-165-335393t1.jpg,红烧狮子头,92.6%,0.01,380,25,28,10
img-165-335393t2.jpg,牛排,49.8%,0.01,300,35,18,0
img-165-335595t1.jpg,南瓜饼,49.2%,0.01,180,3,8,25
img-165-335595t2.jpg,鸭腿饭,63.9%,0.01,550,30,25,45
img-165-335705t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-335705t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-335708t1.jpg,红烧狮子头,99.5%,0.01,380,25,28,10
img-165-335708t2.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-335739t1.jpg,红烧狮子头,97.5%,0.01,380,25,28,10
img-165-335739t2.jpg,红烧狮子头,99.6%,0.01,380,25,28,10
img-165-335758t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-335758t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-335810t1.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-335810t2.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-335851t1.jpg,红烧狮子头,87.6%,0.01,380,25,28,10
img-165-335851t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-335970t1.jpg,炒五花肉,75.9%,0.01,350,20,28,8
img-165-335970t2.jpg,羊肉串,52.1%,0.01,250,20,18,2
img-165-336004t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336004t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336006t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336006t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336142t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336142t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336365t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336365t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336464t1.jpg,韩式炸鸡,79.2%,0.01,350,25,20,15
img-165-336464t2.jpg,红烧狮子头,34.8%,0.01,380,25,28,10
img-165-336518t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336518t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336546t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336546t2.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-336850t1.jpg,红烧狮子头,96.2%,0.01,380,25,28,10
img-165-336850t2.jpg,红烧狮子头,76.1%,0.01,380,25,28,10
img-165-336868t1.jpg,红烧狮子头,76.5%,0.01,380,25,28,10
img-165-336868t2.jpg,红烧狮子头,81.5%,0.01,380,25,28,10
img-165-336888t1.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-336888t2.jpg,红烧狮子头,99.9%,0.01,380,25,28,10
img-165-336986t1.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-165-336986t2.jpg,红烧狮子头,100.0%,0.01,380,25,28,10
img-166-335031t1.jpg,菌菇汤羹,60.4%,0.01,100,5,4,12
img-166-335031t2.jpg,冬瓜肉丸汤,87.5%,0.01,120,12,6,8
img-166-335106t1.jpg,冬瓜肉丸汤,67.2%,0.01,120,12,6,8
img-166-335106t2.jpg,鱼丸汤,76.3%,0.01,150,15,8,10
img-166-335163t1.jpg,冬瓜肉丸汤,91.1%,0.01,120,12,6,8
img-166-335163t2.jpg,冬瓜肉丸汤,73.4%,0.01,120,12,6,8
img-166-335801t1.jpg,冬瓜肉丸汤,99.9%,0.01,120,12,6,8
img-166-335801t2.jpg,冬瓜肉丸汤,99.8%,0.01,120,12,6,8
img-166-335858t1.jpg,冬瓜肉丸汤,73.9%,0.01,120,12,6,8
img-166-335858t2.jpg,冬瓜肉丸汤,99.8%,0.01,120,12,6,8
img-166-335928t1.jpg,冬瓜肉丸汤,38.2%,0.01,120,12,6,8
img-166-335928t2.jpg,冬瓜肉丸汤,63.0%,0.01,120,12,6,8
img-166-335986t1.jpg,冬瓜肉丸汤,99.9%,0.01,120,12,6,8
img-166-335986t2.jpg,冬瓜肉丸汤,99.9%,0.01,120,12,6,8
img-166-336025t1.jpg,冬瓜肉丸汤,100.0%,0.01,120,12,6,8
img-166-336025t2.jpg,冬瓜肉丸汤,100.0%,0.01,120,12,6,8
img-166-336343t1.jpg,冬瓜肉丸汤,97.5%,0.01,120,12,6,8
img-166-336343t2.jpg,冬瓜肉丸汤,100.0%,0.01,120,12,6,8
img-166-336704t1.jpg,冬瓜肉丸汤,100.0%,0.01,120,12,6,8
img-166-336704t2.jpg,冬瓜肉丸汤,100.0%,0.01,120,12,6,8
img-166-336936t1.jpg,冬瓜肉丸汤,99.4%,0.01,120,12,6,8
img-166-336936t2.jpg,冬瓜肉丸汤,98.1%,0.01,120,12,6,8
img-167-330427t1.jpg,山药蒸排骨,99.7%,0.01,250,20,15,12
img-167-330427t2.jpg,山药蒸排骨,99.7%,0.01,250,20,15,12
img-167-330494t1.jpg,山药蒸排骨,99.8%,0.01,250,20,15,12
img-167-330494t2.jpg,山药蒸排骨,96.8%,0.01,250,20,15,12
img-167-330970t1.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-330970t2.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-332116t1.jpg,山药蒸排骨,98.0%,0.01,250,20,15,12
img-167-332116t2.jpg,山药蒸排骨,89.3%,0.01,250,20,15,12
img-167-332190t1.jpg,日式牛肉饭,89.0%,0.01,600,35,25,55
img-167-332190t2.jpg,日式牛肉饭,93.7%,0.01,600,35,25,55
img-167-333236t1.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-333236t2.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-333327t1.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-333327t2.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-167-340297t1.jpg,炖排骨,78.3%,0.01,300,25,20,10
img-167-340297t2.jpg,山药蒸排骨,100.0%,0.01,250,20,15,12
img-168-329396t1.jpg,南瓜饼,61.7%,0.01,180,3,8,25
img-168-329396t2.jpg,南瓜饼,96.3%,0.01,180,3,8,25
img-168-329821t1.jpg,南瓜饼,38.5%,0.01,180,3,8,25
img-168-329821t2.jpg,南瓜饼,99.8%,0.01,180,3,8,25
img-168-329966t1.jpg,南瓜饼,99.4%,0.01,180,3,8,25
img-168-329966t2.jpg,南瓜饼,99.6%,0.01,180,3,8,25
img-168-330046t1.jpg,南瓜饼,99.9%,0.01,180,3,8,25
img-168-330046t2.jpg,南瓜饼,100.0%,0.01,180,3,8,25
img-168-330058t1.jpg,南瓜饼,90.1%,0.01,180,3,8,25
img-168-330058t2.jpg,南瓜饼,99.9%,0.01,180,3,8,25
img-168-330217t1.jpg,南瓜饼,95.6%,0.01,180,3,8,25
img-168-330217t2.jpg,南瓜饼,99.7%,0.01,180,3,8,25
img-168-330360t1.jpg,南瓜饼,98.6%,0.01,180,3,8,25
