图片名称,食物名称,置信度,识别耗时(秒),热量(kcal),蛋白质(g),脂肪(g),碳水化合物(g)
img-130-2169t2.jpg,荞麦面,96.1%,0.01,180,8,2,35
img-130-2180t1.jpg,荞麦面,91.8%,0.01,180,8,2,35
img-130-2180t2.jpg,煎鱼肉,47.0%,0.01,200,25,10,2
img-130-2185t1.jpg,荞麦面,99.6%,0.01,180,8,2,35
img-130-2185t2.jpg,荞麦面,100.0%,0.01,180,8,2,35
img-130-9162t1.jpg,荞麦面,100.0%,0.01,180,8,2,35
img-130-9162t2.jpg,荞麦面,100.0%,0.01,180,8,2,35
img-130-9189t1.jpg,玛芬蛋糕,41.4%,0.01,350,5,18,42
img-130-9189t2.jpg,荞麦面,99.2%,0.01,180,8,2,35
img-131-225224t1.jpg,寿司,99.5%,0.01,200,8,3,35
img-131-225224t2.jpg,寿司,100.0%,0.01,200,8,3,35
img-131-225405t1.jpg,寿司,99.9%,0.01,200,8,3,35
img-131-225405t2.jpg,寿司,99.9%,0.01,200,8,3,35
img-131-227310t1.jpg,寿司,98.7%,0.01,200,8,3,35
img-131-227310t2.jpg,寿司,100.0%,0.01,200,8,3,35
img-131-227434t1.jpg,寿司,96.5%,0.01,200,8,3,35
img-131-227434t2.jpg,寿司,65.7%,0.01,200,8,3,35
img-131-230003t1.jpg,寿司,76.2%,0.01,200,8,3,35
img-131-230003t2.jpg,寿司,99.3%,0.01,200,8,3,35
img-131-267963t1.jpg,蔬菜汤,64.7%,0.01,80,3,2,12
img-131-267963t2.jpg,蔬菜汤,40.3%,0.01,80,3,2,12
img-131-274652t1.jpg,苏格兰蛋,65.5%,0.01,320,20,22,10
img-131-274652t2.jpg,寿司,88.4%,0.01,200,8,3,35
img-132-221460t1.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-221460t2.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-221761t1.jpg,牛肉炖菜,32.2%,0.01,280,25,15,12
img-132-221761t2.jpg,牛肉炖菜,95.5%,0.01,280,25,15,12
img-132-221777t1.jpg,牛肉炖菜,98.8%,0.01,280,25,15,12
img-132-221777t2.jpg,牛肉炖菜,88.0%,0.01,280,25,15,12
img-132-221812t1.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-221812t2.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-223089t1.jpg,小炒牛肉,79.8%,0.01,280,25,18,8
img-132-223089t2.jpg,小炒牛肉,52.9%,0.01,280,25,18,8
img-132-223548t1.jpg,白菜炒肉,28.1%,0.01,200,15,12,10
img-132-223548t2.jpg,土豆烧牛肉,40.8%,0.01,300,25,15,20
img-132-223828t1.jpg,牛肉炖菜,99.7%,0.01,280,25,15,12
img-132-223828t2.jpg,牛肉炖菜,99.9%,0.01,280,25,15,12
img-132-224002t1.jpg,牛肉炖菜,99.6%,0.01,280,25,15,12
img-132-224002t2.jpg,牛肉炖菜,84.7%,0.01,280,25,15,12
img-132-269643t1.jpg,牛肉炖菜,96.0%,0.01,280,25,15,12
img-132-269643t2.jpg,牛肉炖菜,85.3%,0.01,280,25,15,12
img-132-269656t1.jpg,牛肉炖菜,80.2%,0.01,280,25,15,12
img-132-269656t2.jpg,牛肉炖菜,75.5%,0.01,280,25,15,12
img-132-269669t1.jpg,牛肉炖菜,92.0%,0.01,280,25,15,12
img-132-269669t2.jpg,土豆烧牛肉,93.8%,0.01,300,25,15,20
img-132-273994t1.jpg,小炒牛肉,97.8%,0.01,280,25,18,8
img-132-273994t2.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-274024t1.jpg,牛肉炖菜,100.0%,0.01,280,25,15,12
img-132-274024t2.jpg,牛肉炖菜,99.4%,0.01,280,25,15,12
img-132-274403t1.jpg,牛肉汤,57.8%,0.01,150,20,8,5
img-132-274403t2.jpg,牛肉炖菜,39.2%,0.01,280,25,15,12
img-133-224968t1.jpg,炒五花肉,98.6%,0.01,350,20,28,8
img-133-224968t2.jpg,炒五花肉,96.3%,0.01,350,20,28,8
img-133-228829t1.jpg,布朗尼,90.6%,0.01,400,6,25,45
img-133-228829t2.jpg,西式风味盖饭,59.8%,0.01,500,25,20,55
img-133-277350t1.jpg,炒五花肉,100.0%,0.01,350,20,28,8
img-133-277350t2.jpg,炒五花肉,100.0%,0.01,350,20,28,8
img-133-281356t1.jpg,炒五花肉,75.2%,0.01,350,20,28,8
img-133-281356t2.jpg,炒五花肉,87.3%,0.01,350,20,28,8
img-133-283160t1.jpg,炒五花肉,99.3%,0.01,350,20,28,8
img-133-283160t2.jpg,炒五花肉,99.2%,0.01,350,20,28,8
img-133-284401t1.jpg,炒五花肉,98.4%,0.01,350,20,28,8
img-133-284401t2.jpg,炒五花肉,88.0%,0.01,350,20,28,8
img-133-286748t1.jpg,炒五花肉,100.0%,0.01,350,20,28,8
img-133-286748t2.jpg,炒五花肉,99.7%,0.01,350,20,28,8
img-133-286950t1.jpg,小炒牛肉,87.7%,0.01,280,25,18,8
img-133-286950t2.jpg,炒五花肉,93.0%,0.01,350,20,28,8
img-133-288055t1.jpg,炒五花肉,57.8%,0.01,350,20,28,8
img-133-288055t2.jpg,炒五花肉,99.4%,0.01,350,20,28,8
img-133-292440t1.jpg,炒五花肉,99.9%,0.01,350,20,28,8
img-133-292440t2.jpg,炒五花肉,94.5%,0.01,350,20,28,8
img-134-235684t1.jpg,炸春卷,71.6%,0.01,200,6,12,18
img-134-235684t2.jpg,炸春卷,88.0%,0.01,200,6,12,18
img-134-235719t1.jpg,可丽饼,89.7%,0.01,300,7,12,40
img-134-235719t2.jpg,炸春卷,100.0%,0.01,200,6,12,18
img-134-236887t1.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-236887t2.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-237236t1.jpg,炸春卷,71.7%,0.01,200,6,12,18
img-134-237236t2.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-237552t1.jpg,炸春卷,99.6%,0.01,200,6,12,18
img-134-237552t2.jpg,炸春卷,99.8%,0.01,200,6,12,18
img-134-238038t1.jpg,炸春卷,68.9%,0.01,200,6,12,18
img-134-238038t2.jpg,炸春卷,78.1%,0.01,200,6,12,18
img-134-267374t1.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-267374t2.jpg,炸春卷,53.9%,0.01,200,6,12,18
img-134-267393t1.jpg,炸春卷,57.5%,0.01,200,6,12,18
img-134-267393t2.jpg,炸春卷,94.3%,0.01,200,6,12,18
img-134-267401t1.jpg,炸春卷,96.8%,0.01,200,6,12,18
img-134-267401t2.jpg,炸春卷,54.0%,0.01,200,6,12,18
img-134-267411t1.jpg,炸春卷,100.0%,0.01,200,6,12,18
img-134-267411t2.jpg,炸春卷,99.7%,0.01,200,6,12,18
img-134-276316t1.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-276316t2.jpg,炸春卷,99.9%,0.01,200,6,12,18
img-134-276340t1.jpg,炸春卷,70.3%,0.01,200,6,12,18
img-134-276340t2.jpg,炸春卷,50.3%,0.01,200,6,12,18
img-134-277004t1.jpg,炸春卷,100.0%,0.01,200,6,12,18
img-134-277004t2.jpg,炸春卷,100.0%,0.01,200,6,12,18
img-134-279469t1.jpg,炸春卷,100.0%,0.01,200,6,12,18
img-134-279469t2.jpg,炸春卷,95.2%,0.01,200,6,12,18
img-134-283551t1.jpg,炸春卷,71.6%,0.01,200,6,12,18
img-134-283551t2.jpg,炸春卷,57.2%,0.01,200,6,12,18
img-135-225561t1.jpg,布朗尼,97.0%,0.01,400,6,25,45
img-135-225561t2.jpg,布朗尼,83.7%,0.01,400,6,25,45
img-135-227329t1.jpg,炒五花肉,85.5%,0.01,350,20,28,8
img-135-227329t2.jpg,布朗尼,99.9%,0.01,400,6,25,45
img-135-262214t1.jpg,布朗尼,40.2%,0.01,400,6,25,45
img-135-262214t2.jpg,布朗尼,98.6%,0.01,400,6,25,45
img-135-262301t1.jpg,布朗尼,100.0%,0.01,400,6,25,45
img-135-262301t2.jpg,奶油蛋糕,73.8%,0.01,350,6,20,40
img-135-262760t1.jpg,东坡肉,22.6%,0.01,600,40,50,5
img-135-262760t2.jpg,布朗尼,62.1%,0.01,400,6,25,45
img-135-268280t1.jpg,布朗尼,99.3%,0.01,400,6,25,45
img-135-268280t2.jpg,布朗尼,97.9%,0.01,400,6,25,45
img-135-273624t1.jpg,炒五花肉,42.2%,0.01,350,20,28,8
img-135-273624t2.jpg,布朗尼,100.0%,0.01,400,6,25,45
img-135-281689t1.jpg,布朗尼,99.9%,0.01,400,6,25,45
img-135-281689t2.jpg,羊肉串,52.7%,0.01,250,20,18,2
img-135-282450t1.jpg,燕麦粥,46.7%,0.01,150,6,3,25
img-135-282450t2.jpg,布朗尼,100.0%,0.01,400,6,25,45
img-135-287149t1.jpg,布朗尼,99.4%,0.01,400,6,25,45
img-135-287149t2.jpg,炸鸡腿,95.0%,0.01,320,20,18,15
img-135-291572t1.jpg,布朗尼,99.7%,0.01,400,6,25,45
img-135-291572t2.jpg,布朗尼,97.0%,0.01,400,6,25,45
img-136-220305t1.jpg,吉事果,97.4%,0.01,180,3,8,25
img-136-220305t2.jpg,吉事果,100.0%,0.01,180,3,8,25
img-136-221345t1.jpg,糖霜油炸小点心,74.0%,0.01,280,3,15,35
img-136-221345t2.jpg,吉事果,98.5%,0.01,180,3,8,25
img-136-222716t1.jpg,吉事果,99.4%,0.01,180,3,8,25
img-136-222716t2.jpg,吉事果,96.3%,0.01,180,3,8,25
img-136-223466t1.jpg,吉事果,99.9%,0.01,180,3,8,25
img-136-223466t2.jpg,吉事果,99.9%,0.01,180,3,8,25
img-136-223746t1.jpg,吉事果,100.0%,0.01,180,3,8,25
img-136-223746t2.jpg,吉事果,98.0%,0.01,180,3,8,25
img-136-224459t1.jpg,吉事果,95.4%,0.01,180,3,8,25
img-136-224459t2.jpg,吉事果,81.2%,0.01,180,3,8,25
img-136-224889t1.jpg,吉事果,100.0%,0.01,180,3,8,25
img-136-224889t2.jpg,吉事果,100.0%,0.01,180,3,8,25
img-136-225087t1.jpg,吉事果,98.4%,0.01,180,3,8,25
img-136-225087t2.jpg,吉事果,80.1%,0.01,180,3,8,25
img-136-225431t1.jpg,吉事果,98.3%,0.01,180,3,8,25
img-136-225431t2.jpg,吉事果,99.5%,0.01,180,3,8,25
img-136-295313t1.jpg,红豆羹,91.8%,0.01,120,4,1,25
img-136-295313t2.jpg,红豆羹,97.1%,0.01,120,4,1,25
img-136-298289t1.jpg,吉事果,100.0%,0.01,180,3,8,25
img-136-298289t2.jpg,吉事果,86.9%,0.01,180,3,8,25
img-136-304517t1.jpg,吉事果,95.5%,0.01,180,3,8,25
img-136-304517t2.jpg,吉事果,98.4%,0.01,180,3,8,25
img-137-231903t1.jpg,西班牙海鲜饭,97.7%,0.01,500,30,20,50
img-137-231903t2.jpg,炖豆腐,80.6%,0.01,150,12,8,10
img-137-232556t1.jpg,海鲜炒面,87.7%,0.01,480,25,18,55
img-137-232556t2.jpg,韩式石锅拌饭,87.0%,0.01,650,20,25,80
img-137-232600t1.jpg,宫保鸡丁,27.5%,0.01,350,25,18,20
img-137-232600t2.jpg,西班牙海鲜饭,90.8%,0.01,500,30,20,50
img-137-270061t1.jpg,西班牙海鲜饭,94.8%,0.01,500,30,20,50
img-137-270061t2.jpg,西班牙海鲜饭,85.4%,0.01,500,30,20,50
img-137-315552t1.jpg,燕麦粥,51.7%,0.01,150,6,3,25
img-137-315552t2.jpg,燕麦粥,26.5%,0.01,150,6,3,25
img-137-316082t1.jpg,西班牙海鲜饭,99.4%,0.01,500,30,20,50
img-137-316082t2.jpg,韩式石锅拌饭,58.0%,0.01,650,20,25,80
img-137-316558t1.jpg,西班牙海鲜饭,98.3%,0.01,500,30,20,50
img-137-316558t2.jpg,西班牙海鲜饭,99.3%,0.01,500,30,20,50
img-137-316737t1.jpg,西班牙海鲜饭,100.0%,0.01,500,30,20,50
img-137-316737t2.jpg,西班牙海鲜饭,99.8%,0.01,500,30,20,50
img-137-317186t1.jpg,西班牙海鲜饭,40.6%,0.01,500,30,20,50
img-137-317186t2.jpg,司康,23.1%,0.01,220,4,10,28
img-137-321915t1.jpg,西班牙海鲜饭,24.4%,0.01,500,30,20,50
img-137-321915t2.jpg,西班牙海鲜饭,70.9%,0.01,500,30,20,50
img-138-235003t1.jpg,蛋炒饭,96.4%,0.01,400,15,12,55
img-138-235003t2.jpg,蛋炒饭,32.2%,0.01,400,15,12,55
img-138-270889t1.jpg,蛋炒饭,57.4%,0.01,400,15,12,55
img-138-270889t2.jpg,蛋炒饭,98.5%,0.01,400,15,12,55
img-138-270901t1.jpg,蛋炒饭,72.4%,0.01,400,15,12,55
img-138-270901t2.jpg,炒方便面,93.7%,0.01,420,10,18,50
img-138-289499t1.jpg,蛋炒饭,67.2%,0.01,400,15,12,55
img-138-289499t2.jpg,炒方便面,80.3%,0.01,420,10,18,50
img-138-292027t1.jpg,燕麦粥,90.3%,0.01,150,6,3,25
img-138-292027t2.jpg,燕麦粥,48.9%,0.01,150,6,3,25
img-138-292178t1.jpg,西班牙海鲜饭,46.6%,0.01,500,30,20,50
img-138-292178t2.jpg,蛋炒饭,43.1%,0.01,400,15,12,55
img-138-292304t1.jpg,蛋炒饭,98.9%,0.01,400,15,12,55
img-138-292304t2.jpg,蛋炒饭,97.7%,0.01,400,15,12,55
img-138-292963t1.jpg,蛋炒饭,99.9%,0.01,400,15,12,55
img-138-292963t2.jpg,蛋炒饭,99.8%,0.01,400,15,12,55
img-138-295259t1.jpg,蛋炒饭,98.8%,0.01,400,15,12,55
img-138-295259t2.jpg,蛋炒饭,81.2%,0.01,400,15,12,55
img-138-296496t1.jpg,蛋炒饭,85.9%,0.01,400,15,12,55
img-138-296496t2.jpg,蛋炒饭,99.3%,0.01,400,15,12,55
img-138-297046t1.jpg,蛋炒饭,100.0%,0.01,400,15,12,55
img-138-297046t2.jpg,蛋炒饭,100.0%,0.01,400,15,12,55
img-138-298846t1.jpg,蛋炒饭,75.0%,0.01,400,15,12,55
img-138-298846t2.jpg,风味凉拌菜,86.2%,0.01,90,3,5,8
img-138-299810t1.jpg,蛋炒饭,59.1%,0.01,400,15,12,55
img-138-299810t2.jpg,蛋炒饭,100.0%,0.01,400,15,12,55
img-139-240826t1.jpg,炸鸡,82.7%,0.01,350,25,20,15
img-139-240826t2.jpg,烤鸡,44.8%,0.01,250,30,12,2
img-139-243523t1.jpg,炸鸡,34.5%,0.01,350,25,20,15
img-139-243523t2.jpg,炸鸡,43.3%,0.01,350,25,20,15
img-139-243596t1.jpg,炸鸡,95.4%,0.01,350,25,20,15
img-139-243596t2.jpg,炸鸡,83.5%,0.01,350,25,20,15
img-139-243613t1.jpg,纳豆,45.0%,0.01,200,18,10,15
img-139-243613t2.jpg,炸鸡,64.8%,0.01,350,25,20,15
img-139-243762t1.jpg,炸鸡,77.3%,0.01,350,25,20,15
img-139-243762t2.jpg,炸鸡,99.2%,0.01,350,25,20,15
img-139-270631t1.jpg,炸鸡,90.3%,0.01,350,25,20,15
img-139-270631t2.jpg,炸鸡,50.8%,0.01,350,25,20,15
img-139-270637t1.jpg,炸鸡,100.0%,0.01,350,25,20,15
img-139-270637t2.jpg,炸鸡,100.0%,0.01,350,25,20,15
img-139-270660t1.jpg,炸鸡,99.8%,0.01,350,25,20,15
img-139-270660t2.jpg,炸鸡,95.8%,0.01,350,25,20,15
img-139-313177t1.jpg,炸鸡,98.8%,0.01,350,25,20,15
img-139-313177t2.jpg,炸鸡,60.1%,0.01,350,25,20,15
img-139-313209t1.jpg,炸鸡,93.9%,0.01,350,25,20,15
img-139-313209t2.jpg,炸鸡,58.7%,0.01,350,25,20,15
img-139-313352t1.jpg,炸鸡,97.8%,0.01,350,25,20,15
img-139-313352t2.jpg,炸鸡,99.8%,0.01,350,25,20,15
img-139-314770t1.jpg,炸鸡,56.8%,0.01,350,25,20,15
img-139-314770t2.jpg,炸鸡,90.6%,0.01,350,25,20,15
img-139-314898t1.jpg,炸鸡,99.9%,0.01,350,25,20,15
img-139-314898t2.jpg,炸鸡,99.9%,0.01,350,25,20,15
img-14-11265t1.jpg,松饼,99.9%,0.01,220,5,8,32
img-14-11265t2.jpg,松饼,100.0%,0.01,220,5,8,32
img-14-12106t1.jpg,印尼炒饭,18.0%,0.01,400,18,15,50
img-14-12106t2.jpg,松饼,98.1%,0.01,220,5,8,32
img-14-128420t1.jpg,松饼,95.2%,0.01,220,5,8,32
img-14-128420t2.jpg,松饼,87.8%,0.01,220,5,8,32
img-14-14526t1.jpg,松饼,99.9%,0.01,220,5,8,32
img-14-14526t2.jpg,松饼,99.7%,0.01,220,5,8,32
img-14-14640t1.jpg,松饼,100.0%,0.01,220,5,8,32
img-14-14640t2.jpg,松饼,98.6%,0.01,220,5,8,32
img-14-71238t1.jpg,松饼,99.9%,0.01,220,5,8,32
img-14-71238t2.jpg,松饼,91.3%,0.01,220,5,8,32
img-14-94767t1.jpg,松饼,99.9%,0.01,220,5,8,32
img-14-94767t2.jpg,松饼,84.1%,0.01,220,5,8,32
img-14-94952t1.jpg,松饼,79.2%,0.01,220,5,8,32
img-14-94952t2.jpg,松饼,87.6%,0.01,220,5,8,32
img-14-9952t1.jpg,松饼,99.8%,0.01,220,5,8,32
img-14-9952t2.jpg,松饼,99.8%,0.01,220,5,8,32
img-140-237543t1.jpg,烤鸡,97.9%,0.01,250,30,12,2
img-140-237543t2.jpg,烤鸡,47.1%,0.01,250,30,12,2
img-140-238908t1.jpg,烤鸡,97.6%,0.01,250,30,12,2
img-140-238908t2.jpg,烤鸡,85.4%,0.01,250,30,12,2
img-140-268689t1.jpg,烤鸡,99.9%,0.01,250,30,12,2
img-140-268689t2.jpg,烤鸡,99.2%,0.01,250,30,12,2
img-140-268832t1.jpg,烤鸡,93.1%,0.01,250,30,12,2
img-140-268832t2.jpg,羊肉串,87.6%,0.01,250,20,18,2
img-140-268891t1.jpg,中式煎蛋,61.6%,0.01,150,12,11,2
img-140-268891t2.jpg,中式煎蛋,87.3%,0.01,150,12,11,2
img-140-270551t1.jpg,烤鸡,88.6%,0.01,250,30,12,2
img-140-270551t2.jpg,酱汁鸡肉盖饭,62.6%,0.01,580,28,22,65
img-140-270603t1.jpg,炸春卷,23.0%,0.01,200,6,12,18
img-140-270603t2.jpg,炸鸡腿,52.6%,0.01,320,20,18,15
img-140-275068t1.jpg,烤鸡,98.3%,0.01,250,30,12,2
img-140-275068t2.jpg,烤鸡,99.8%,0.01,250,30,12,2
img-140-276462t1.jpg,烤鸡,99.2%,0.01,250,30,12,2
img-140-276462t2.jpg,烤鸡,99.3%,0.01,250,30,12,2
img-140-277841t1.jpg,烤鸡,96.8%,0.01,250,30,12,2
img-140-277841t2.jpg,烤鸡,95.6%,0.01,250,30,12,2
img-140-278122t1.jpg,烤鸡,100.0%,0.01,250,30,12,2
img-140-278122t2.jpg,烤鸡,100.0%,0.01,250,30,12,2
img-140-278372t1.jpg,烤鸡,98.0%,0.01,250,30,12,2
img-140-278372t2.jpg,烤鸡,99.8%,0.01,250,30,12,2
img-140-279193t1.jpg,烤鸡,100.0%,0.01,250,30,12,2
img-140-279193t2.jpg,烤鸡,98.3%,0.01,250,30,12,2
img-140-279587t1.jpg,烤鸡,99.3%,0.01,250,30,12,2
img-140-279587t2.jpg,烤鸡,98.0%,0.01,250,30,12,2
img-140-279947t1.jpg,烤鸡,56.9%,0.01,250,30,12,2
img-140-279947t2.jpg,烤鸡,99.4%,0.01,250,30,12,2
img-141-10868t1.jpg,日式豚骨拉面,94.5%,0.01,600,35,25,60
img-141-10868t2.jpg,日式豚骨拉面,99.5%,0.01,600,35,25,60
img-141-11190t1.jpg,红烧肉,44.7%,0.01,450,25,35,10
img-141-11190t2.jpg,红烧肉,29.1%,0.01,450,25,35,10
img-141-11382t1.jpg,咖喱海鲜汤,74.1%,0.01,200,15,10,15
img-141-11382t2.jpg,咖喱海鲜汤,62.6%,0.01,200,15,10,15
img-141-11421t1.jpg,日式牛肉饭,43.4%,0.01,600,35,25,55
img-141-11421t2.jpg,蔬菜汤,85.2%,0.01,80,3,2,12
img-141-11469t1.jpg,日式豚骨拉面,98.1%,0.01,600,35,25,60
img-141-11469t2.jpg,日式豚骨拉面,75.3%,0.01,600,35,25,60
img-141-11476t1.jpg,日式豚骨拉面,95.6%,0.01,600,35,25,60
img-141-11476t2.jpg,日式豚骨拉面,95.6%,0.01,600,35,25,60
img-141-11488t1.jpg,日式豚骨拉面,98.4%,0.01,600,35,25,60
img-141-11488t2.jpg,日式豚骨拉面,98.7%,0.01,600,35,25,60
img-141-11605t1.jpg,日式豚骨拉面,99.6%,0.01,600,35,25,60
img-141-11605t2.jpg,日式豚骨拉面,96.7%,0.01,600,35,25,60
img-141-12610t1.jpg,日式大阪烧,45.2%,0.01,300,12,15,30
img-141-12610t2.jpg,天妇罗拉面,88.4%,0.01,550,25,20,60
img-141-13623t1.jpg,日式豚骨拉面,85.5%,0.01,600,35,25,60
img-141-13623t2.jpg,日式豚骨拉面,74.6%,0.01,600,35,25,60
img-141-13743t1.jpg,日式豚骨拉面,92.3%,0.01,600,35,25,60
img-141-13743t2.jpg,日式豚骨拉面,96.4%,0.01,600,35,25,60
img-141-13777t1.jpg,日式豚骨拉面,99.8%,0.01,600,35,25,60
img-141-13777t2.jpg,日式豚骨拉面,99.9%,0.01,600,35,25,60
img-141-14624t1.jpg,中式点心,84.1%,0.01,250,4,10,35
img-141-14624t2.jpg,意大利烩饭,37.8%,0.01,400,14,16,50
img-141-14773t1.jpg,小炒肉,32.8%,0.01,280,20,20,8
img-141-14773t2.jpg,小炒肉,68.7%,0.01,280,20,20,8
img-141-14891t1.jpg,日式豚骨拉面,100.0%,0.01,600,35,25,60
img-141-14891t2.jpg,日式豚骨拉面,99.7%,0.01,600,35,25,60
img-141-14979t1.jpg,日式豚骨拉面,99.2%,0.01,600,35,25,60
img-141-14979t2.jpg,日式豚骨拉面,100.0%,0.01,600,35,25,60
img-141-15029t1.jpg,日式豚骨拉面,64.5%,0.01,600,35,25,60
img-141-15029t2.jpg,日式豚骨拉面,70.9%,0.01,600,35,25,60
img-141-15299t1.jpg,松饼,64.4%,0.01,220,5,8,32
img-141-15299t2.jpg,日式豚骨拉面,94.9%,0.01,600,35,25,60
img-141-15325t1.jpg,寿喜烧,79.8%,0.01,400,30,25,15
img-141-15325t2.jpg,寿喜烧,95.0%,0.01,400,30,25,15
img-141-15846t1.jpg,日式豚骨拉面,93.6%,0.01,600,35,25,60
img-141-15846t2.jpg,日式豚骨拉面,99.5%,0.01,600,35,25,60
img-141-15914t1.jpg,生鱼片,62.5%,0.01,120,20,4,0
img-141-15914t2.jpg,生鱼片,62.5%,0.01,120,20,4,0
img-141-16003t1.jpg,排骨汤,53.3%,0.01,150,15,8,5
img-141-16003t2.jpg,日式什锦火锅,75.1%,0.01,300,20,15,20
img-141-16386t1.jpg,手擀面,58.6%,0.01,300,10,5,55
img-141-16386t2.jpg,中式点心,26.4%,0.01,250,4,10,35
img-141-16698t1.jpg,手擀面,96.8%,0.01,300,10,5,55
img-141-16698t2.jpg,手擀面,63.2%,0.01,300,10,5,55
img-141-2192t1.jpg,炖排骨,76.0%,0.01,300,25,20,10
img-141-2192t2.jpg,清蒸鱼,70.7%,0.01,180,28,6,2
img-141-2195t1.jpg,日式豚骨拉面,95.8%,0.01,600,35,25,60
img-141-2195t2.jpg,日式豚骨拉面,100.0%,0.01,600,35,25,60
img-141-2197t1.jpg,日式豚骨拉面,97.2%,0.01,600,35,25,60
img-141-2197t2.jpg,日式豚骨拉面,75.2%,0.01,600,35,25,60
img-141-2239t1.jpg,汤圆,55.8%,0.01,150,2,5,25
img-141-2239t2.jpg,日式豚骨拉面,94.5%,0.01,600,35,25,60
img-141-2241t1.jpg,日式豚骨拉面,95.1%,0.01,600,35,25,60
img-141-2241t2.jpg,日式豚骨拉面,87.9%,0.01,600,35,25,60
img-141-2242t1.jpg,日式豚骨拉面,99.7%,0.01,600,35,25,60
img-141-2242t2.jpg,日式豚骨拉面,51.2%,0.01,600,35,25,60
img-141-2245t1.jpg,日式豚骨拉面,99.8%,0.01,600,35,25,60
img-141-2245t2.jpg,日式豚骨拉面,99.8%,0.01,600,35,25,60
img-141-2248t1.jpg,日式豚骨拉面,96.7%,0.01,600,35,25,60
img-141-2248t2.jpg,混沌,82.5%,0.01,300,15,12,35
img-141-2254t1.jpg,鸭腿饭,85.9%,0.01,550,30,25,45
img-141-2254t2.jpg,手擀面,75.4%,0.01,300,10,5,55
img-141-2267t1.jpg,日式豚骨拉面,99.5%,0.01,600,35,25,60
img-141-2267t2.jpg,焗饭,83.5%,0.01,450,20,25,35
img-141-2277t1.jpg,手擀面,97.1%,0.01,300,10,5,55
img-141-2277t2.jpg,蔬菜汤,88.0%,0.01,80,3,2,12
img-141-9119t1.jpg,牛肉拉面,98.2%,0.01,500,25,15,60
img-141-9119t2.jpg,牛肉拉面,89.4%,0.01,500,25,15,60
img-141-9123t1.jpg,意大利面,75.0%,0.01,350,15,10,50
img-141-9123t2.jpg,蔬菜炒饭,51.6%,0.01,350,10,12,45
img-141-9220t1.jpg,日式豚骨拉面,39.8%,0.01,600,35,25,60
img-141-9220t2.jpg,日式豚骨拉面,39.8%,0.01,600,35,25,60
img-142-246867t1.jpg,印尼鸡肉粥,99.9%,0.01,200,15,8,20
img-142-246867t2.jpg,印尼鸡肉粥,55.6%,0.01,200,15,8,20
img-142-247075t1.jpg,印尼鸡肉粥,99.9%,0.01,200,15,8,20
img-142-247075t2.jpg,印尼鸡肉粥,98.1%,0.01,200,15,8,20
img-142-247651t1.jpg,印尼鸡肉粥,99.7%,0.01,200,15,8,20
img-142-247651t2.jpg,印尼鸡肉粥,98.9%,0.01,200,15,8,20
img-142-247744t1.jpg,印尼鸡肉粥,99.1%,0.01,200,15,8,20
img-142-247744t2.jpg,印尼鸡肉粥,98.2%,0.01,200,15,8,20
img-142-247893t1.jpg,印尼鸡肉粥,99.7%,0.01,200,15,8,20
img-142-247893t2.jpg,印尼鸡肉粥,94.2%,0.01,200,15,8,20
img-142-247933t1.jpg,印尼鸡肉粥,100.0%,0.01,200,15,8,20
img-142-247933t2.jpg,印尼鸡肉粥,99.9%,0.01,200,15,8,20
img-142-248124t1.jpg,印尼鸡肉粥,88.2%,0.01,200,15,8,20
img-142-248124t2.jpg,印尼鸡肉粥,97.1%,0.01,200,15,8,20
img-142-248815t1.jpg,天妇罗盖饭,82.3%,0.01,600,25,25,65
img-142-248815t2.jpg,印尼鸡肉粥,48.1%,0.01,200,15,8,20
img-142-248865t1.jpg,炒鸡蛋,86.1%,0.01,150,12,11,2
img-142-248865t2.jpg,炒鸡蛋,58.2%,0.01,150,12,11,2
img-142-248905t1.jpg,印尼鸡肉粥,98.8%,0.01,200,15,8,20
img-142-248905t2.jpg,印尼鸡肉粥,98.2%,0.01,200,15,8,20
img-142-280234t1.jpg,印尼鸡肉粥,100.0%,0.01,200,15,8,20
img-142-280234t2.jpg,印尼鸡肉粥,100.0%,0.01,200,15,8,20
img-142-280886t1.jpg,麻婆豆腐,93.3%,0.01,200,12,12,10
img-142-280886t2.jpg,麻婆豆腐,87.3%,0.01,200,12,12,10
img-142-282002t1.jpg,印尼鸡肉粥,99.6%,0.01,200,15,8,20
img-142-282002t2.jpg,印尼鸡肉粥,99.5%,0.01,200,15,8,20
img-143-231994t1.jpg,咖喱牛肉,99.1%,0.01,450,30,25,30
img-143-231994t2.jpg,咖喱牛肉,98.4%,0.01,450,30,25,30
img-143-232153t1.jpg,咖喱牛肉,96.9%,0.01,450,30,25,30
img-143-232153t2.jpg,咖喱牛肉,96.9%,0.01,450,30,25,30
